Vp,	T,	n,	j
3599.9999999999995,	20003.333333333332,	1e+24,	-18214310936.23375
3599.9999999999995,	23335.555555555555,	1e+24,	-17945420526.19023
3599.9999999999995,	26667.777777777774,	1e+24,	-17796298877.438335
3599.9999999999995,	30000.0,	1e+24,	-17729286994.50477
4666.666666666667,	10.0,	1e+24,	0
4666.666666666667,	3342.2222222222217,	1e+24,	-35616381406.67998
4666.666666666667,	6674.444444444443,	1e+24,	-28766185452.213543
4666.666666666667,	10006.666666666666,	1e+24,	-25388921053.521553
4666.666666666667,	13338.888888888887,	1e+24,	-23490424749.946728
4666.666666666667,	16671.11111111111,	1e+24,	-22316197303.243332
4666.666666666667,	20003.333333333332,	1e+24,	-21549912683.491817
4666.666666666667,	23335.555555555555,	1e+24,	-21035865447.78129
4666.666666666667,	26667.777777777774,	1e+24,	-20688507603.935154
4666.666666666667,	30000.0,	1e+24,	-20456917770.625275
5733.333333333333,	10.0,	1e+24,	0
5733.333333333333,	3342.2222222222217,	1e+24,	-42974737484.948296
5733.333333333333,	6674.444444444443,	1e+24,	-34403049805.28504
5733.333333333333,	10006.666666666666,	1e+24,	-30062205861.147335
5733.333333333333,	13338.888888888887,	1e+24,	-27559538631.35824
5733.333333333333,	16671.11111111111,	1e+24,	-25964837616.46082
5733.333333333333,	20003.333333333332,	1e+24,	-24884811534.62098
5733.333333333333,	23335.555555555555,	1e+24,	-24125710146.503788
5733.333333333333,	26667.777777777774,	1e+24,	-23580288086.760124
5733.333333333333,	30000.0,	1e+24,	-23184337815.80751
6799.999999999999,	10.0,	1e+24,	0
6799.999999999999,	3342.2222222222217,	1e+24,	-50229144695.80865
6799.999999999999,	6674.444444444443,	1e+24,	-40019924465.63053
6799.999999999999,	10006.666666666666,	1e+24,	-34727855880.00884
6799.999999999999,	13338.888888888887,	1e+24,	-31624947942.980427
6799.999999999999,	16671.11111111111,	1e+24,	-29611561542.02023
6799.999999999999,	20003.333333333332,	1e+24,	-28218927594.142746
6799.999999999999,	23335.555555555555,	1e+24,	-27215020298.349865
6799.999999999999,	26667.777777777774,	1e+24,	-26471596639.11904
6799.999999999999,	30000.0,	1e+24,	-25911331046.484467
7866.666666666666,	10.0,	1e+24,	0
7866.666666666666,	3342.2222222222217,	1e+24,	-57358218429.70934
7866.666666666666,	6674.444444444443,	1e+24,	-45613640543.68243
7866.666666666666,	10006.666666666666,	1e+24,	-39384838466.05756
7866.666666666666,	13338.888888888887,	1e+24,	-35686270301.2516
7866.666666666666,	16671.11111111111,	1e+24,	-33255641091.603607
7866.666666666666,	20003.333333333332,	1e+24,	-31551541529.344746
7866.666666666666,	23335.555555555555,	1e+24,	-30303682575.2489
7866.666666666666,	26667.777777777774,	1e+24,	-29362470671.151897
7866.666666666666,	30000.0,	1e+24,	-28637936125.456367
8933.333333333334,	10.0,	1e+24,	0
8933.333333333334,	3342.2222222222217,	1e+24,	-64340173748.18677
8933.333333333334,	6674.444444444443,	1e+24,	-51178626616.517746
8933.333333333334,	10006.666666666666,	1e+24,	-44032118913.3792
8933.333333333334,	13338.888888888887,	1e+24,	-39742306195.200325
8933.333333333334,	16671.11111111111,	1e+24,	-36897042507.09818
8933.333333333334,	20003.333333333332,	1e+24,	-34882196904.24981
8933.333333333334,	23335.555555555555,	1e+24,	-33391139886.323936
8933.333333333334,	26667.777777777774,	1e+24,	-32252815813.032673
8933.333333333334,	30000.0,	1e+24,	-31364192984.534718
10000.0,	10.0,	1e+24,	0
10000.0,	3342.2222222222217,	1e+24,	-71159726293.06604
10000.0,	6674.444444444443,	1e+24,	-56709985436.994545
10000.0,	10006.666666666666,	1e+24,	-48667676815.817535
10000.0,	13338.888888888887,	1e+24,	-43792665365.238976
10000.0,	16671.11111111111,	1e+24,	-40535215838.622284
10000.0,	20003.333333333332,	1e+24,	-38210853670.99853
10000.0,	23335.555555555555,	1e+24,	-36477159342.31578
10000.0,	26667.777777777774,	1e+24,	-35142138796.50388
10000.0,	30000.0,	1e+24,	-34089977216.797474
400.0,	10.0,	1e+25,	0
400.0,	3342.2222222222217,	1e+25,	-34010079947.288185
400.0,	6674.444444444443,	1e+25,	-53338047835.51549
400.0,	10006.666666666666,	1e+25,	-62714677392.9732
400.0,	13338.888888888887,	1e+25,	-69630575156.71158
400.0,	16671.11111111111,	1e+25,	-75544314019.51201
400.0,	20003.333333333332,	1e+25,	-80884073340.11925
400.0,	23335.555555555555,	1e+25,	-85828551712.1809
400.0,	26667.777777777774,	1e+25,	-90471065046.0287
400.0,	30000.0,	1e+25,	-94869105936.16725
1466.6666666666665,	10.0,	1e+25,	0
1466.6666666666665,	3342.2222222222217,	1e+25,	-76913607113.50558
1466.6666666666665,	6674.444444444443,	1e+25,	-101380469133.72943
1466.6666666666665,	10006.666666666666,	1e+25,	-106133686354.77315
1466.6666666666665,	13338.888888888887,	1e+25,	-108643542014.95508
1466.6666666666665,	16671.11111111111,	1e+25,	-111047237367.73596
1466.6666666666665,	20003.333333333332,	1e+25,	-113601733783.73044
1466.6666666666665,	23335.555555555555,	1e+25,	-116293150002.24228
1466.6666666666665,	26667.777777777774,	1e+25,	-119074505883.32039
1466.6666666666665,	30000.0,	1e+25,	-121905577861.58395
2533.3333333333335,	10.0,	1e+25,	0
2533.3333333333335,	3342.2222222222217,	1e+25,	-119766241867.99872
2533.3333333333335,	6674.444444444443,	1e+25,	-149399926547.18765
2533.3333333333335,	10006.666666666666,	1e+25,	-149545420509.03415
2533.3333333333335,	13338.888888888887,	1e+25,	-147657657986.06613
2533.3333333333335,	16671.11111111111,	1e+25,	-146553532058.84143
2533.3333333333335,	20003.333333333332,	1e+25,	-146323222554.8626
2533.3333333333335,	23335.555555555555,	1e+25,	-146761437402.7266
2533.3333333333335,	26667.777777777774,	1e+25,	-147681373230.18427
2533.3333333333335,	30000.0,	1e+25,	-148945537501.46756
3599.9999999999995,	10.0,	1e+25,	0
3599.9999999999995,	3342.2222222222217,	1e+25,	-162517114397.49933
3599.9999999999995,	6674.444444444443,	1e+25,	-197373369989.1661
3599.9999999999995,	10006.666666666666,	1e+25,	-192937306612.35855
3599.9999999999995,	13338.888888888887,	1e+25,	-186661063813.72394
3599.9999999999995,	16671.11111111111,	1e+25,	-182055664731.93018
3599.9999999999995,	20003.333333333332,	1e+25,	-179044299785.14914
3599.9999999999995,	23335.555555555555,	1e+25,	-177231106171.9913
3599.9999999999995,	26667.777777777774,	1e+25,	-176290059451.7998
3599.9999999999995,	30000.0,	1e+25,	-175987152498.58243
4666.666666666667,	10.0,	1e+25,	0
4666.666666666667,	3342.2222222222217,	1e+25,	-205099425520.9716
4666.666666666667,	6674.444444444443,	1e+25,	-245265289937.7379
4666.666666666667,	10006.666666666666,	1e+25,	-236299273779.7316
4666.666666666667,	13338.888888888887,	1e+25,	-225650988457.99725
4666.666666666667,	16671.11111111111,	1e+25,	-217547964651.27197
4666.666666666667,	20003.333333333332,	1e+25,	-211758319484.9278
4666.666666666667,	23335.555555555555,	1e+25,	-207696711080.78485
4666.666666666667,	26667.777777777774,	1e+25,	-204897149761.52448
4666.666666666667,	30000.0,	1e+25,	-203028771469.09424
5733.333333333333,	10.0,	1e+25,	0
5733.333333333333,	3342.2222222222217,	1e+25,	-247474722301.92606
5733.333333333333,	6674.444444444443,	1e+25,	-293041501554.5951
5733.333333333333,	10006.666666666666,	1e+25,	-279610597980.0365
5733.333333333333,	13338.888888888887,	1e+25,	-264618178736.75195
5733.333333333333,	16671.11111111111,	1e+25,	-253030337183.93738
5733.333333333333,	20003.333333333332,	1e+25,	-244464888346.38336
5733.333333333333,	23335.555555555555,	1e+25,	-238156419195.0482
5733.333333333333,	26667.777777777774,	1e+25,	-233499590788.95425
5733.333333333333,	30000.0,	1e+25,	-230067386106.77893
6799.999999999999,	10.0,	1e+25,	0
6799.999999999999,	3342.2222222222217,	1e+25,	-289584363668.79645
6799.999999999999,	6674.444444444443,	1e+25,	-340677573344.6339
6799.999999999999,	10006.666666666666,	1e+25,	-322858099555.4585
6799.999999999999,	13338.888888888887,	1e+25,	-303551347150.00824
6799.999999999999,	16671.11111111111,	1e+25,	-288495846145.15533
6799.999999999999,	20003.333333333332,	1e+25,	-277164732631.73096
6799.999999999999,	23335.555555555555,	1e+25,	-268610183908.67987
6799.999999999999,	26667.777777777774,	1e+25,	-262097499684.64542
6799.999999999999,	30000.0,	1e+25,	-257101945801.78854
7866.666666666666,	10.0,	1e+25,	0
7866.666666666666,	3342.2222222222217,	1e+25,	-331378925311.38635
7866.666666666666,	6674.444444444443,	1e+25,	-388150919678.6108
7866.666666666666,	10006.666666666666,	1e+25,	-366031113241.025
7866.666666666666,	13338.888888888887,	1e+25,	-342447644733.62616
7866.666666666666,	16671.11111111111,	1e+25,	-323936745561.30096
7866.666666666666,	20003.333333333332,	1e+25,	-309850456359.95874
7866.666666666666,	23335.555555555555,	1e+25,	-299058650227.1281
7866.666666666666,	26667.777777777774,	1e+25,	-290690464819.9022
7866.666666666666,	30000.0,	1e+25,	-284132694206.937
8933.333333333334,	10.0,	1e+25,	0
8933.333333333334,	3342.2222222222217,	1e+25,	-372811033356.87854
8933.333333333334,	6674.444444444443,	1e+25,	-435441327459.21173
8933.333333333334,	10006.666666666666,	1e+25,	-409119113167.1679
8933.333333333334,	13338.888888888887,	1e+25,	-381298416737.98724
8933.333333333334,	16671.11111111111,	1e+25,	-359352282047.2973
8933.333333333334,	20003.333333333332,	1e+25,	-342518171313.9361
8933.333333333334,	23335.555555555555,	1e+25,	-329495669428.3431
8933.333333333334,	26667.777777777774,	1e+25,	-319278938728.77637
8933.333333333334,	30000.0,	1e+25,	-311159381280.0394
10000.0,	10.0,	1e+25,	0
10000.0,	3342.2222222222217,	1e+25,	-413824242729.9754
10000.0,	6674.444444444443,	1e+25,	-482512064993.3051
10000.0,	10006.666666666666,	1e+25,	-452109027556.7917
10000.0,	13338.888888888887,	1e+25,	-420095300249.6135
10000.0,	16671.11111111111,	1e+25,	-394738630310.5634
10000.0,	20003.333333333332,	1e+25,	-375166329511.9957
10000.0,	23335.555555555555,	1e+25,	-359918652411.56165
10000.0,	26667.777777777774,	1e+25,	-347858135325.62756
10000.0,	30000.0,	1e+25,	-338182096025.8472
